32,1200000,2.01696040657e+15
32,3001000,5.66334942534e+15
512,1200000,3.29729269721e+13
512,3001000,3.59314599937e+14
32,1500000,2.11396949067e+15
32,1600000,2.3953598825e+15
32,1900000,2.73281206242e+15
32,2500000,3.65061581422e+15
32,2700000,4.27859328865e+15
32,2900000,4.58688947768e+15
32,3000000,4.90165575709e+15
128,1200000,1.53199654838e+15
128,1600000,1.77460224398e+15
128,2400000,3.07453081733e+15
128,2500000,3.24417425786e+15
128,2900000,3.96485268101e+15
512,1400000,1.36593223293e+14
