32,1,1200000,345329670984
32,1,3001000,1.03902984312e+12
32,256,1200000,1.38072105719e+16
32,256,3001000,3.98637656361e+16
512,1,1200000,70179155908.7
512,1,3001000,167466591617
512,256,1200000,2.0858199798e+14
512,256,3001000,2.20385683659e+15
32,64,1800000,1.1115093219e+15
32,64,3000000,1.6967475465e+15
32,128,1800000,4.24861406161e+15
32,128,2400000,6.03097202059e+15
32,128,2900000,7.73370790687e+15
32,128,3001000,8.94200461033e+15
32,256,1500000,1.41086766697e+16
32,256,1600000,1.6250706665e+16
32,256,1800000,1.89338037422e+16
32,256,1900000,1.82769776055e+16
32,256,2000000,1.95527913331e+16
32,256,2300000,2.53806909227e+16
32,256,2700000,2.95731488459e+16
32,256,2800000,3.08898645907e+16
32,256,2900000,3.13156232574e+16
32,256,3000000,3.42347372097e+16
128,64,1200000,6.55271072436e+14
128,128,1200000,2.48739394311e+15
128,128,1600000,3.10006955029e+15
128,128,1800000,3.62036705276e+15
128,128,2300000,4.9626418589e+15
128,128,2700000,5.62740404957e+15
128,128,2900000,6.42243229248e+15
128,128,3000000,6.90481300345e+15
128,256,1400000,1.06133662955e+16
128,256,1600000,1.1814793731e+16
128,256,1800000,1.47359223968e+16
128,256,2000000,1.51566917164e+16
128,256,2300000,2.20645761903e+16
128,256,2400000,2.10375615407e+16
128,256,2700000,2.46434981313e+16
128,256,2800000,2.6448835929e+16
128,256,2900000,2.73477786168e+16
128,256,3001000,3.28682502047e+16
512,128,1400000,1.98423049844e+14
