64,32,1,368598.724781
64,32,256,136309859.738
1024,32,1,1729426.69088
1024,32,256,505725930.17
1024,512,1,1138340.02453
1024,512,256,404243451.757
64,32,4,1847805.77206
64,32,16,8179528.47723
64,32,128,74407552.6317
256,32,16,18765794.3078
256,32,64,84008822.746
256,32,128,180302569.719
256,128,16,16813811.1543
256,128,32,37304832.5241
256,128,128,184665686.508
256,128,256,358533589.529
1024,32,4,6274165.0338
1024,32,16,25664811.8348
1024,32,32,56219689.1002
1024,32,64,120657545.421
1024,32,128,251577457.994
1024,128,8,11482497.6048
1024,128,32,52614464.9976
1024,128,64,117092344.61
1024,128,128,244849288.53
1024,128,256,493367827.842
1024,512,16,20672525.746
1024,512,32,43649383.219
1024,512,64,96199982.9387
1024,512,128,202913705.178
