64,1200000,5.45130286004e+14
64,3001000,2.36897293183e+15
1024,1200000,1.52594254112e+15
1024,3001000,3.20201361387e+15
64,1400000,6.88796808499e+14
64,2100000,1.15324441486e+15
256,1400000,2.30986753379e+15
256,1600000,2.60607578333e+15
256,1800000,2.99509042021e+15
256,1900000,3.3102163997e+15
256,2100000,3.60606417617e+15
256,2400000,4.24814587163e+15
256,2500000,4.52206248282e+15
256,2700000,5.25206007625e+15
256,2800000,5.48921853069e+15
256,3000000,5.99162985069e+15
256,3001000,7.40709422148e+15
1024,1600000,1.62236016595e+15
1024,2000000,1.89994270778e+15
