64,1200000,5.45130286004e+14
64,3001000,2.36897293183e+15
1024,1200000,1.52594254112e+15
1024,3001000,3.20201361387e+15
64,1500000,7.13803327812e+14
64,1800000,8.98920921745e+14
64,2100000,1.15324441486e+15
64,2400000,1.47699404615e+15
64,3000000,2.0780189624e+15
256,1600000,2.60607578333e+15
256,2100000,3.60606417617e+15
256,2300000,4.40605271999e+15
256,2700000,5.25206007625e+15
256,2800000,5.48921853069e+15
256,3000000,5.99162985069e+15
256,3001000,7.40709422148e+15
1024,2500000,2.31891255715e+15
1024,2800000,2.92828235993e+15
1024,3000000,3.11617103026e+15
