64,32,1,1200000,54123792898.5
64,32,1,3001000,121470858147
64,32,256,1200000,3.638106285e+15
64,32,256,3001000,1.60756296822e+16
1024,32,1,1200000,608968852347
1024,32,1,3001000,2.10946422009e+12
1024,32,256,1200000,1.95114323448e+16
1024,32,256,3001000,4.79511015336e+16
1024,512,1,1200000,71978621444.8
1024,512,1,3001000,171760606787
1024,512,256,1200000,2.13930254338e+14
1024,512,256,3001000,2.26036598625e+15
64,32,256,2700000,1.21982910604e+16
64,32,256,3000000,1.42671665485e+16
256,32,128,2400000,9.44600159965e+15
256,32,256,1500000,2.14548308013e+16
256,32,256,1600000,2.2859694152e+16
256,32,256,2000000,2.78806945582e+16
256,32,256,2100000,3.01488266172e+16
256,32,256,2300000,3.64364012616e+16
256,32,256,2700000,4.17357684136e+16
256,32,256,2800000,4.28330927938e+16
256,32,256,2900000,4.61746688249e+16
256,32,256,3001000,5.86310092028e+16
256,128,64,1500000,7.49850832551e+14
256,128,128,2800000,8.31282138145e+15
256,128,256,1800000,1.59065184514e+16
256,128,256,2100000,1.9866608854e+16
256,128,256,2700000,3.1368597008e+16
256,128,256,2800000,3.39406468359e+16
256,128,256,2900000,3.79073721256e+16
1024,32,64,2900000,2.04054988039e+15
1024,32,128,2000000,5.60505861877e+15
1024,32,128,2400000,6.53209708587e+15
1024,32,128,3000000,7.42979286673e+15
1024,32,256,1500000,1.71297623448e+16
1024,32,256,1800000,2.62743616984e+16
1024,32,256,2300000,3.23551690226e+16
1024,32,256,2400000,2.46590658581e+16
1024,32,256,2800000,3.96026518214e+16
1024,32,256,3000000,4.41958125837e+16
1024,128,128,2000000,3.89896147205e+15
1024,128,256,2900000,1.81906352935e+16
